Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
6/2/2011 4:19:01 PM,No stomach upset at all. I prefer the Januvia medication over taking metphormin any time. ,Type 2 Diabetes Mellitus,Januvia oral,5,4,7,"Richard, 75 or over Male  on Treatment for 5 to less than 10 years (Patient)",4
5/28/2011 2:38:33 PM,No stomach upset at all. I prefer the Januvia medication over taking metphormin any time. ,Type 2 Diabetes Mellitus,Januvia oral,4,4,7,55-64 Female  on Treatment for less than 1 month (Caregiver),4
4/13/2011 3:31:26 PM,No stomach upset at all. I prefer the Januvia medication over taking metphormin any time. ,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"guinea pig, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
8/3/2011 4:51:21 PM,"Januvia, an oral medication, is vastly superior to the use of insulin.",Type 2 Diabetes Mellitus,Januvia oral,4,3,7,,4
7/18/2011 7:01:12 PM,"Januvia, an oral medication, is vastly superior to the use of insulin.",Type 2 Diabetes Mellitus,Januvia oral,4,2,7,,2
7/8/2011 2:55:15 PM,"Januvia, an oral medication, is vastly superior to the use of insulin.",Type 2 Diabetes Mellitus,Januvia oral,4,2,7,65-74 Male  on Treatment for 1 to 6 months (Patient),2
6/21/2011 5:05:57 PM,"Januvia, an oral medication, is vastly superior to the use of insulin.",Type 2 Diabetes Mellitus,Januvia oral,4,4,7,"TECOS, 75 or over Male  on Treatment for 1 to 6 months (Patient)",1
6/20/2011 9:17:09 AM,"Januvia, an oral medication, is vastly superior to the use of insulin.",Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"pam54, 55-64 Female  (Patient)",5
8/26/2011 10:06:01 PM,Works well with my Metformin in controlling my blood sugar. I have had glucose levels below 200 since beginning this med. The only side effect is diarrhea.,Type 2 Diabetes Mellitus,Januvia oral,4,4,10,"KC, 55-64 Female  on Treatment for less than 1 month (Patient)",4
8/25/2011 10:40:53 PM,Works well with my Metformin in controlling my blood sugar. I have had glucose levels below 200 since beginning this med. The only side effect is diarrhea.,Type 2 Diabetes Mellitus,Januvia oral,5,3,10,"JANET, 55-64 Female  on Treatment for 1 to 6 months (Patient)",3
8/13/2011 10:31:08 AM,Works well with my Metformin in controlling my blood sugar. I have had glucose levels below 200 since beginning this med. The only side effect is diarrhea.,Type 2 Diabetes Mellitus,Januvia oral,4,4,10,"bee, 45-54 Male  on Treatment for 1 to 6 months (Patient)",5
8/13/2011 10:26:47 AM,Works well with my Metformin in controlling my blood sugar. I have had glucose levels below 200 since beginning this med. The only side effect is diarrhea.,Type 2 Diabetes Mellitus,Januvia oral,4,4,10,55-64 Female  on Treatment for 1 to 6 months (Patient),4
8/11/2011 3:06:08 PM,Works well with my Metformin in controlling my blood sugar. I have had glucose levels below 200 since beginning this med. The only side effect is diarrhea.,Type 2 Diabetes Mellitus,Januvia oral,5,2,10,35-44 Male  on Treatment for less than 1 month (Patient),1
10/15/2011 2:00:43 AM,"This medicine has been really great, has helped me to regulate my blood sugar best medicine I have been on yet todate.",Type 2 Diabetes Mellitus,Januvia oral,5,5,5,"lore, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
9/30/2011 9:09:24 AM,"This medicine has been really great, has helped me to regulate my blood sugar best medicine I have been on yet todate.",Type 2 Diabetes Mellitus,Januvia oral,4,4,5,,3
9/20/2011 5:57:06 PM,"This medicine has been really great, has helped me to regulate my blood sugar best medicine I have been on yet todate.",Type 2 Diabetes Mellitus,Januvia oral,3,2,5,65-74 Male  on Treatment for 1 to 6 months (Patient),3
9/8/2011 11:10:57 AM,"This medicine has been really great, has helped me to regulate my blood sugar best medicine I have been on yet todate.",Type 2 Diabetes Mellitus,Januvia oral,3,2,5,"WEEZER, 65-74 Female  on Treatment for 1 to 6 months (Patient)",3
8/30/2011 12:13:12 PM,"This medicine has been really great, has helped me to regulate my blood sugar best medicine I have been on yet todate.",Type 2 Diabetes Mellitus,Januvia oral,4,4,5,"7happy7, 75 or over Female  on Treatment for 6 months to less than 1 year (Patient)",1
11/9/2011 1:07:06 PM,did not help at all,Type 2 Diabetes Mellitus,Januvia oral,5,1,6,"none, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",1
10/28/2011 12:32:09 PM,did not help at all,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,75 or over Male  on Treatment for 6 months to less than 1 year (Patient),5
10/21/2011 11:47:37 AM,did not help at all,Type 2 Diabetes Mellitus,Januvia oral,4,4,6,"abb13, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",4
10/21/2011 11:04:48 AM,did not help at all,Type 2 Diabetes Mellitus,Januvia oral,1,1,6,"anon, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",1
10/16/2011 9:07:12 PM,did not help at all,Type 2 Diabetes Mellitus,Januvia oral,5,4,6,"yukik, 75 or over Male  on Treatment for 6 months to less than 1 year (Patient)",5
1/5/2012 3:32:05 PM,It has been very satifactory.,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"Bobbie, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
12/30/2011 3:01:16 AM,It has been very satifactory.,Type 2 Diabetes Mellitus,Januvia oral,4,3,6,55-64 Male  on Treatment for 1 to 6 months (Patient),4
12/28/2011 7:19:39 AM,It has been very satifactory.,Type 2 Diabetes Mellitus,Januvia oral,1,1,6,55-64 Female  on Treatment for 6 months to less than 1 year (Patient),1
12/2/2011 2:57:53 PM,It has been very satifactory.,Type 2 Diabetes Mellitus,Januvia oral,5,3,6,"prntraveler, 75 or over Female  on Treatment for 1 to 6 months (Patient)",3
11/18/2011 11:27:49 AM,It has been very satifactory.,Type 2 Diabetes Mellitus,Januvia oral,4,1,6,"hope I die soon, 35-44 Male  on Treatment for 1 to 6 months (Patient)",2
2/8/2012 8:23:46 AM,"IUSED TO TAKE METFORMIN AND I PUT ON 25 LBS. I STOPPED TAKING IT, AND LOST THE WEIGHT IN 2 MOS. THEY WANT ME TO TRY THIS JUNUVIA. ILL GIVE IT A TRY, AND REPORT BACK. ANYTHING IS BETER THAN METFORMIN.",Type 2 Diabetes Mellitus,Januvia oral,3,1,7,,1
2/1/2012 6:20:46 AM,"IUSED TO TAKE METFORMIN AND I PUT ON 25 LBS. I STOPPED TAKING IT, AND LOST THE WEIGHT IN 2 MOS. THEY WANT ME TO TRY THIS JUNUVIA. ILL GIVE IT A TRY, AND REPORT BACK. ANYTHING IS BETER THAN METFORMIN.",Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"mommac65, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
1/28/2012 5:08:06 PM,"IUSED TO TAKE METFORMIN AND I PUT ON 25 LBS. I STOPPED TAKING IT, AND LOST THE WEIGHT IN 2 MOS. THEY WANT ME TO TRY THIS JUNUVIA. ILL GIVE IT A TRY, AND REPORT BACK. ANYTHING IS BETER THAN METFORMIN.",Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"Bettielittle, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",5
1/17/2012 2:31:42 PM,"IUSED TO TAKE METFORMIN AND I PUT ON 25 LBS. I STOPPED TAKING IT, AND LOST THE WEIGHT IN 2 MOS. THEY WANT ME TO TRY THIS JUNUVIA. ILL GIVE IT A TRY, AND REPORT BACK. ANYTHING IS BETER THAN METFORMIN.",Type 2 Diabetes Mellitus,Januvia oral,5,5,7,Female  on Treatment for 2 to less than 5 years (Patient),5
1/10/2012 2:26:44 AM,"IUSED TO TAKE METFORMIN AND I PUT ON 25 LBS. I STOPPED TAKING IT, AND LOST THE WEIGHT IN 2 MOS. THEY WANT ME TO TRY THIS JUNUVIA. ILL GIVE IT A TRY, AND REPORT BACK. ANYTHING IS BETER THAN METFORMIN.",Type 2 Diabetes Mellitus,Januvia oral,3,1,7,"Blair, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
3/19/2012 1:48:40 PM,"I thought the pain meds. that my dr. put me on was causing the itching...come to find out, it this medicine. I started taking it about the same time as I started percocet..turns out that it is the Januvia 100mg.  Thank you so much for the other people writing in on this...now I know it's NOT just me!  Thank you so much for this info.",Type 2 Diabetes Mellitus,Januvia oral,1,2,18,"Tammy, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
3/2/2012 3:09:44 PM,"I thought the pain meds. that my dr. put me on was causing the itching...come to find out, it this medicine. I started taking it about the same time as I started percocet..turns out that it is the Januvia 100mg.  Thank you so much for the other people writing in on this...now I know it's NOT just me!  Thank you so much for this info.",Type 2 Diabetes Mellitus,Januvia oral,4,5,18,"Georgefly,  on Treatment for less than 1 month (Patient)",4
2/22/2012 10:41:56 PM,"I thought the pain meds. that my dr. put me on was causing the itching...come to find out, it this medicine. I started taking it about the same time as I started percocet..turns out that it is the Januvia 100mg.  Thank you so much for the other people writing in on this...now I know it's NOT just me!  Thank you so much for this info.",Type 2 Diabetes Mellitus,Januvia oral,1,1,18,"ike1938, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",1
2/22/2012 1:28:43 AM,"I thought the pain meds. that my dr. put me on was causing the itching...come to find out, it this medicine. I started taking it about the same time as I started percocet..turns out that it is the Januvia 100mg.  Thank you so much for the other people writing in on this...now I know it's NOT just me!  Thank you so much for this info.",Type 2 Diabetes Mellitus,Januvia oral,5,5,18,"picture, 35-44 Male  on Treatment for less than 1 month (Patient)",5
2/16/2012 9:18:38 PM,"I thought the pain meds. that my dr. put me on was causing the itching...come to find out, it this medicine. I started taking it about the same time as I started percocet..turns out that it is the Januvia 100mg.  Thank you so much for the other people writing in on this...now I know it's NOT just me!  Thank you so much for this info.",Type 2 Diabetes Mellitus,Januvia oral,5,5,18,"b3wagne, 35-44 Female  on Treatment for 1 to less than 2 years (Patient)",5
5/14/2012 4:01:33 PM,I need a Saving Card for januvia at Walgreen store,Type 2 Diabetes Mellitus,Januvia oral,4,4,3,,4
4/27/2012 12:25:52 AM,I need a Saving Card for januvia at Walgreen store,Type 2 Diabetes Mellitus,Januvia oral,3,3,3,"Yaminah, 35-44 Female  on Treatment for less than 1 month (Patient)",2
4/10/2012 8:56:00 AM,I need a Saving Card for januvia at Walgreen store,Type 2 Diabetes Mellitus,Januvia oral,2,2,3,65-74 Female  on Treatment for 2 to less than 5 years (Patient),2
4/6/2012 3:38:13 PM,I need a Saving Card for januvia at Walgreen store,Type 2 Diabetes Mellitus,Januvia oral,1,2,3,"doverboy, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",1
3/30/2012 7:50:40 PM,I need a Saving Card for januvia at Walgreen store,Type 2 Diabetes Mellitus,Januvia oral,4,1,3,"JackieGB, 55-64 Female  on Treatment for less than 1 month (Patient)",1
6/28/2012 2:38:24 AM,"I have been on insulin for 5 years taking lispro and lantus insulin and also metfromin 1000mg twice day, my sugar levels  have been up and down over the years, A1C levels from 7-12, my doctor put me on Januvia she told me it would take awhile for it to see any results two days taking it and my sugar drop to 100, 2 months on Januvia my levels have stayed there, I have stopped taking my lipro insuli
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,20,"squarepusher8720, 25-34 Female  on Treatment for 1 to 6 months (Patient)",5
6/14/2012 2:06:51 AM,"I have been on insulin for 5 years taking lispro and lantus insulin and also metfromin 1000mg twice day, my sugar levels  have been up and down over the years, A1C levels from 7-12, my doctor put me on Januvia she told me it would take awhile for it to see any results two days taking it and my sugar drop to 100, 2 months on Januvia my levels have stayed there, I have stopped taking my lipro insuli
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,1,20,65-74 Female,1
6/7/2012 4:28:10 PM,"I have been on insulin for 5 years taking lispro and lantus insulin and also metfromin 1000mg twice day, my sugar levels  have been up and down over the years, A1C levels from 7-12, my doctor put me on Januvia she told me it would take awhile for it to see any results two days taking it and my sugar drop to 100, 2 months on Januvia my levels have stayed there, I have stopped taking my lipro insuli
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,3,20,"TinaTinTin, 25-34 Female  on Treatment for less than 1 month (Patient)",3
5/25/2012 7:01:07 PM,"I have been on insulin for 5 years taking lispro and lantus insulin and also metfromin 1000mg twice day, my sugar levels  have been up and down over the years, A1C levels from 7-12, my doctor put me on Januvia she told me it would take awhile for it to see any results two days taking it and my sugar drop to 100, 2 months on Januvia my levels have stayed there, I have stopped taking my lipro insuli
					...
					",Type 2 Diabetes Mellitus,Januvia oral,3,3,20,"LindaInFlagstaff, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
5/17/2012 12:34:33 PM,"I have been on insulin for 5 years taking lispro and lantus insulin and also metfromin 1000mg twice day, my sugar levels  have been up and down over the years, A1C levels from 7-12, my doctor put me on Januvia she told me it would take awhile for it to see any results two days taking it and my sugar drop to 100, 2 months on Januvia my levels have stayed there, I have stopped taking my lipro insuli
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,20,"weeder, 35-44 Female  on Treatment for less than 1 month (Patient)",1
10/18/2012 1:12:56 PM,Have taken Januvia for 3+ years following triple bypass surgery 4-20-09 and primary care doc feels Januvia has helped keep my diabetes in check.,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,65-74 Male  on Treatment for 2 to less than 5 years,5
10/3/2012 12:08:53 AM,Have taken Januvia for 3+ years following triple bypass surgery 4-20-09 and primary care doc feels Januvia has helped keep my diabetes in check.,Type 2 Diabetes Mellitus,Januvia oral,3,3,6,55-64 Female  on Treatment for less than 1 month (Patient),3
